FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,len,subdomain,longest_word,sld,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Fwd Packets/s,Bwd Packets/s,Fwd IAT Mean,Bwd IAT Mean,Flow IAT Mean,Flow Packets/s,Flow Bytes/s
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,216,2,2,136.0,392.0,68.0,196.0,9259.259259,9259.259259,3.0,3.0,72.0,18518.51852,2444444.444
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,167,2,2,102.0,158.0,51.0,79.0,11976.0479,11976.0479,3.0,3.0,55.66666667,23952.09581,1556886.228
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,17513,200,0,88000.0,0.0,440.0,0.0,11420.087934677098,0.0,88.00502512562815,0.0,88.00502512562815,11420.087934677098,5024838.691257923
32,0,32,0,0,2.7351318897194044,0,1,32,32.0,33,0,14,162,185061,2,2,62.0,212.0,31.0,106.0,10.80724734,10.80724734,1.0,4.0,61687.0,21.61449468,1480.592886
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,328,2,2,82.0,182.0,41.0,91.0,6097.560976,6097.560976,1.0,48.0,109.3333333,12195.12195,804878.0488
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,23901,2,2,62.0,228.0,31.0,114.0,83.67850718,83.67850718,47.0,3.0,7967.0,167.3570144,12133.38354
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,592584,1,1,46.0,173.0,46.0,173.0,1.687524469,1.687524469,0.0,0.0,592584.0,3.375048938,369.5678587
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,40582,2,2,82.0,204.0,41.0,102.0,49.28293332,49.28293332,3.0,47.0,13527.33333,98.56586664,7047.459465
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,162,2,2,76.0,108.0,38.0,54.0,12345.67901,12345.67901,4.0,3.0,54.0,24691.35802,1135802.469
11,0,0,10,0,2.120589933192232,1,2,6,5.0,7,0,5196,8926,165,2,2,74.0,138.0,37.0,69.0,12121.21212,12121.21212,4.0,3.0,55.0,24242.42424,1284848.485
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,170,2,2,74.0,154.0,37.0,77.0,11764.70588,11764.70588,3.0,4.0,56.66666667,23529.41176,1341176.471
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,46,2,0,1114.0,0.0,557.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,24217391.304347824
11,0,0,10,0,2.375,1,2,7,5.0,8,0,3029,3756,126785,2,2,96.0,268.0,48.0,134.0,15.77473676,15.77473676,1.0,4.0,42261.66667,31.54947352,2871.00209
21,3,0,19,0,3.332030468108352,2,3,13,6.333333333333333,17,1,5294,910,60862,1,1,56.0,198.0,56.0,198.0,16.43061352,16.43061352,0.0,0.0,60862.0,32.86122704,4173.375834
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,364462,4,2,136.0,200.0,34.0,100.0,10.97508108,5.487540539,31488.33333,4.0,72892.4,16.46262162,921.9068106
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,173,2,2,88.0,120.0,44.0,60.0,11560.69364,11560.69364,3.0,49.0,57.66666667,23121.38728,1202312.139
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,31553,2,2,78.0,190.0,39.0,95.0,63.38541502,63.38541502,2.0,49.0,10517.66667,126.77083,8493.645612
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,600117,14,0,20384.0,0.0,1456.0,0.0,23.328784220410352,0.0,46162.84615384616,0.0,46162.84615384616,23.328784220410352,33966.709824917474
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,38985,200,0,88000.0,0.0,440.0,0.0,5130.178273695011,0.0,195.9045226130653,0.0,195.9045226130653,5130.178273695011,2257278.440425805
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,34606,200,0,88000.0,0.0,440.0,0.0,5779.344622319829,0.0,173.89949748743726,0.0,173.89949748743726,5779.344622319829,2542911.6338207247
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,167,2,2,88.0,194.0,44.0,97.0,11976.0479,11976.0479,3.0,4.0,55.66666667,23952.09581,1688622.754
15,0,11,0,3,3.625,1,1,15,15.0,16,0,11,151,71688,4,2,132.0,164.0,33.0,82.0,55.79734405,27.89867202,10178.33333,3.0,14337.6,83.69601607,4129.003459
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,528,1,1,51.0,112.0,51.0,112.0,1893.939394,1893.939394,0.0,0.0,528.0,3787.878788,308712.1212
16,0,0,14,0,2.963119653306635,2,3,10,4.666666666666667,11,0,5694,8474,73950,2,2,74.0,290.0,37.0,145.0,27.04530088,27.04530088,47.0,4.0,24650.0,54.09060176,4922.24476
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,543,2,2,84.0,204.0,42.0,102.0,3683.241252,3683.241252,48.0,4.0,181.0,7366.482505,530386.7403
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,276,2,2,60.0,344.0,30.0,172.0,7246.376812,7246.376812,1.0,48.0,92.0,14492.75362,1463768.116
17,3,0,15,0,2.5884914704253568,2,3,9,5.0,13,1,205,3531,300,2,2,84.0,282.0,42.0,141.0,6666.666667,6666.666667,4.0,48.0,100.0,13333.33333,1220000.0
17,0,0,16,0,2.963972427624918,1,2,13,8.0,14,0,4997,3154,19191048,2,2,91.0,247.0,45.5,123.5,0.104215257,0.104215257,19200000.0,19000000.0,6397016.0,0.208430514,17.61237844
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,184,2,2,60.0,264.0,30.0,132.0,10869.56522,10869.56522,4.0,4.0,61.33333333,21739.13043,1760869.565
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,17764,200,0,88000.0,0.0,440.0,0.0,11258.725512272013,0.0,89.26633165829149,0.0,89.26633165829149,11258.725512272013,4953839.225399685
6,0,0,5,0,1.5,1,2,3,2.5,4,0,2341,4230,47,2,0,436.0,0.0,218.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,9276595.744680852
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,212,2,2,74.0,154.0,37.0,77.0,9433.962264,9433.962264,3.0,3.0,70.66666667,18867.92453,1075471.698
11,0,0,9,0,2.15413541726763,2,3,5,3.0,6,0,1929,3466,66131,1,1,64.0,117.0,64.0,117.0,15.12150126,15.12150126,0.0,0.0,66131.0,30.24300253,2736.991729
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,258,2,2,64.0,204.0,32.0,102.0,7751.937984,7751.937984,3.0,3.0,86.0,15503.87597,1038759.69
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,10,2,0,374.0,0.0,187.0,0.0,200000.0,0.0,10.0,0.0,10.0,200000.0,37400000.0
18,3,0,15,0,3.0529090346132426,3,3,10,5.333333333333333,14,1,839,1665,34404,2,2,74.0,558.0,37.0,279.0,58.13277526,58.13277526,3.0,47.0,11468.0,116.2655505,18369.95698
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,49858,2,2,70.0,198.0,35.0,99.0,40.11392354,40.11392354,1.0,11.0,16619.33333,80.22784709,5375.265755
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,210,2,2,90.0,196.0,45.0,98.0,9523.809524,9523.809524,1.0,2.0,70.0,19047.61905,1361904.762
8,0,0,7,0,1.8575424759098893,1,2,4,3.5,5,0,107,9477,68,2,0,854.0,0.0,427.0,0.0,29411.76470588236,0.0,68.0,0.0,68.0,29411.76470588236,12558823.529411765
15,0,0,14,0,2.9528822923277263,1,2,11,7.0,12,0,3958,3828,31580,2,2,78.0,234.0,39.0,117.0,63.33122229,63.33122229,1.0,4.0,10526.66667,126.6624446,9879.670678
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,48,2,0,2910.0,0.0,1455.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,60625000.0
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,31053,2,2,82.0,152.0,41.0,76.0,64.40601552,64.40601552,4.0,4.0,10351.0,128.812031,7535.503816
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,733914,2,2,66.0,258.0,33.0,129.0,2.725114932,2.725114932,3.0,4.0,244638.0,5.450229863,441.4686189
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,53282,200,0,88000.0,0.0,440.0,0.0,3753.612852370407,0.0,267.7487437185928,0.0,267.7487437185928,3753.612852370407,1651589.6550429787
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,60942,1,1,60.0,127.0,60.0,127.0,16.40904467,16.40904467,0.0,0.0,60942.0,32.81808933,3068.491352
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,25897,2,2,84.0,282.0,42.0,141.0,77.22902267,77.22902267,49.0,3.0,8632.333333,154.4580453,14132.91115
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,77657,4,2,148.0,330.0,37.0,165.0,51.50855686,25.75427843,8452.666667,3.0,15531.4,77.26283529,6155.272545
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,77003,1,1,52.0,180.0,52.0,180.0,12.98650702,12.98650702,0.0,0.0,77003.0,25.97301404,3012.869628
32,0,32,0,0,2.7351318897194044,0,1,32,32.0,33,0,14,162,48793,2,2,74.0,202.0,37.0,101.0,40.9894862,40.9894862,3.0,4.0,16264.33333,81.97897239,5656.549095
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,6,2,0,2310.0,0.0,1155.0,0.0,333333.33333333326,0.0,6.0,0.0,6.0,333333.33333333326,385000000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,1,2,0,1094.0,0.0,547.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,1094000000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,103,2,0,1186.0,0.0,593.0,0.0,19417.475728155343,0.0,103.0,0.0,103.0,19417.475728155343,11514563.106796116
32,0,32,0,0,2.7351318897194044,0,1,32,32.0,33,0,14,162,186,2,2,90.0,172.0,45.0,86.0,10752.68817,10752.68817,3.0,3.0,62.0,21505.37634,1408602.151
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,31282,1,1,46.0,166.0,46.0,166.0,31.96726552,31.96726552,0.0,0.0,31282.0,63.93453104,6777.06029
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,48781,1,1,49.0,65.0,49.0,65.0,20.49978475,20.49978475,0.0,0.0,48781.0,40.9995695,2336.975462
16,0,0,15,0,3.4157905090533163,1,2,12,7.5,13,0,1967,9239,1,2,0,1994.0,0.0,997.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,1994000000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,201,2,2,116.0,284.0,58.0,142.0,9950.248756,9950.248756,49.0,3.0,67.0,19900.49751,1990049.751
32,19,0,30,0,3.5547828710380327,2,3,19,10.0,28,1,578,1270,24085,1,1,46.0,131.0,46.0,131.0,41.51961802,41.51961802,0.0,0.0,24085.0,83.03923604,7348.972389
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30795,1,1,43.0,75.0,43.0,75.0,32.47280403,32.47280403,0.0,0.0,30795.0,64.94560805,3831.790875
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,91092,2,2,58.0,490.0,29.0,245.0,21.95582488,21.95582488,3.0,49.0,30364.0,43.91164976,6015.896017
11,3,0,9,0,2.0306390622295662,2,3,4,3.0,8,1,2948,5301,47,2,0,492.0,0.0,246.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,10468085.10638298
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,161,2,2,92.0,124.0,46.0,62.0,12422.36025,12422.36025,3.0,3.0,53.66666667,24844.7205,1341614.907
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,213,2,2,70.0,134.0,35.0,67.0,9389.671362,9389.671362,49.0,3.0,71.0,18779.34272,957746.4789
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,29955,178,0,77888.0,0.0,437.5730337078652,0.0,5942.246703388416,0.0,169.23728813559333,0.0,169.23728813559333,5942.246703388416,2600166.9170422303
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,218,4,0,5696.0,0.0,1424.0,0.0,18348.623853211007,0.0,72.66666666666666,0.0,72.66666666666666,18348.623853211007,26128440.36697248
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,88448,4,2,296.0,266.0,74.0,133.0,45.22431259,22.6121563,11899.66667,3.0,17689.6,67.83646889,6354.015919
13,0,0,12,0,2.589735285398626,1,2,9,6.0,10,0,5772,10119,23579,2,2,74.0,204.0,37.0,102.0,84.82123924,84.82123924,49.0,48.0,7859.666667,169.6424785,11790.15225
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,51,2,0,662.0,0.0,331.0,0.0,39215.68627450981,0.0,51.0,0.0,51.0,39215.68627450981,12980392.156862743
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,3,2,0,1870.0,0.0,935.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,623333333.3333334
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,215,2,2,72.0,136.0,36.0,68.0,9302.325581,9302.325581,47.0,49.0,71.66666667,18604.65116,967441.8605
15,3,0,12,0,2.0306390622295662,3,4,4,3.0,8,1,193,2897,232,2,2,66.0,234.0,33.0,117.0,8620.689655,8620.689655,1.0,1.0,77.33333333,17241.37931,1293103.448
20,3,0,18,0,3.202819531114783,2,3,12,6.0,16,1,1734,3085,52,2,0,812.0,0.0,406.0,0.0,38461.53846153846,0.0,52.0,0.0,52.0,38461.53846153846,15615384.615384614
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,70107,2,2,76.0,264.0,38.0,132.0,28.52782176,28.52782176,4.0,4.0,23369.0,57.05564352,4849.729699
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,226,2,0,948.0,0.0,474.0,0.0,8849.557522123894,0.0,226.0,0.0,226.0,8849.557522123894,4194690.265486727
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,223,2,0,544.0,0.0,272.0,0.0,8968.609865470851,0.0,223.0,0.0,223.0,8968.609865470851,2439461.883408072
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,63792,2,2,64.0,252.0,32.0,126.0,31.35189365,31.35189365,2.0,47.0,21264.0,62.70378731,4953.599197
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,171,2,2,76.0,160.0,38.0,80.0,11695.90643,11695.90643,3.0,47.0,57.0,23391.81287,1380116.959
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,162758,2,2,90.0,224.0,45.0,112.0,12.28818245,12.28818245,3.0,4.0,54252.66667,24.57636491,1929.244645
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,168,2,2,78.0,110.0,39.0,55.0,11904.7619,11904.7619,3.0,3.0,56.0,23809.52381,1119047.619
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,254,2,2,84.0,228.0,42.0,114.0,7874.015748,7874.015748,1.0,48.0,84.66666667,15748.0315,1228346.457
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,61268,1,1,54.0,108.0,54.0,108.0,16.32173402,16.32173402,0.0,0.0,61268.0,32.64346804,2644.120911
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,50378,2,2,166.0,280.0,83.0,140.0,39.69986899,39.69986899,49.0,4.0,16792.66667,79.39973798,8853.070785
16,3,0,14,0,2.742337624271511,2,3,9,4.666666666666667,13,1,1069,1947,27741,174,0,76272.0,0.0,438.3448275862069,0.0,6272.304531199308,0.0,160.35260115606945,0.0,160.35260115606945,6272.304531199308,2749432.248296745
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,30769,2,2,62.0,360.0,31.0,180.0,65.0004875,65.0004875,49.0,4.0,10256.33333,130.000975,13715.10286
13,0,0,12,0,2.789735285398626,1,2,9,6.0,10,0,2170,9422,228,2,0,2714.0,0.0,1357.0,0.0,8771.929824561403,0.0,228.0,0.0,228.0,8771.929824561403,11903508.771929825
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30973,2,2,60.0,264.0,30.0,132.0,64.57236948,64.57236948,48.0,3.0,10324.33333,129.144739,10460.72386
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,206,2,2,88.0,144.0,44.0,72.0,9708.737864,9708.737864,48.0,47.0,68.66666667,19417.47573,1126213.592
15,0,11,0,3,3.625,1,1,15,15.0,16,0,11,151,31719,200,0,88000.0,0.0,440.0,0.0,6305.369021721996,0.0,159.39195979899506,0.0,159.39195979899506,6305.369021721996,2774362.3695576787
12,0,0,11,0,2.8177111123931664,1,2,8,5.5,9,0,2164,5070,31230,1,1,40.0,96.0,40.0,96.0,32.02049312,32.02049312,0.0,0.0,31230.0,64.04098623,4354.787064
25,3,0,23,0,3.2900695692100825,2,3,17,7.666666666666667,21,1,3674,6574,54062,2,2,88.0,214.0,44.0,107.0,36.9945618,36.9945618,3.0,4.0,18020.66667,73.9891236,5586.178832
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,24204,2,2,60.0,448.0,30.0,224.0,82.63097009,82.63097009,3.0,48.0,8068.0,165.2619402,20988.2664
11,0,0,10,0,2.8177111123931664,1,2,8,5.0,9,0,5127,8802,108564,4,2,176.0,168.0,44.0,84.0,36.84462621,18.42231311,20789.33333,3.0,21712.8,55.26693932,3168.637854
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,192,2,2,80.0,112.0,40.0,56.0,10416.66667,10416.66667,49.0,1.0,64.0,20833.33333,1000000.0
11,0,0,6,4,2.8177111123931664,1,2,8,5.0,9,0,4058,7171,149,4,0,5888.0,0.0,1472.0,0.0,26845.63758389261,0.0,49.66666666666667,0.0,49.66666666666667,26845.63758389261,39516778.52348994
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,24266,2,2,66.0,276.0,33.0,138.0,82.4198467,82.4198467,3.0,4.0,8088.666667,164.8396934,14093.79379
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,120444,2,2,78.0,180.0,39.0,90.0,16.60522733,16.60522733,48.0,1.0,40148.0,33.21045465,2142.074325
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,148705,2,2,60.0,344.0,30.0,172.0,13.44944689,13.44944689,0.0,11.0,49568.33333,26.89889378,2716.788272
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,152580,4,2,176.0,292.0,44.0,146.0,26.21575567,13.10787783,17495.66667,3.0,30516.0,39.3236335,3067.243413
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,186,2,2,130.0,226.0,65.0,113.0,10752.68817,10752.68817,3.0,4.0,62.0,21505.37634,1913978.495
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,66953,1,1,63.0,187.0,63.0,187.0,14.93585052,14.93585052,0.0,0.0,66953.0,29.87170104,3733.962631
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,30573,1,1,55.0,130.0,55.0,130.0,32.70859909,32.70859909,0.0,0.0,30573.0,65.41719818,6051.090832
10,0,0,8,0,1.5,2,3,3,2.6666666666666665,4,0,3251,5727,3,4,0,1416.0,0.0,354.0,0.0,1333333.333333333,0.0,1.0,0.0,1.0,1333333.333333333,472000000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,10215,4,0,5856.0,0.0,1464.0,0.0,391.5810083210964,0.0,3405.0,0.0,3405.0,391.5810083210964,573274.5961820851
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,234814,2,2,62.0,216.0,31.0,108.0,8.517379713,8.517379713,1.0,3.0,78271.33333,17.03475943,1183.91578
11,0,0,10,0,2.375,1,2,7,5.0,8,0,708,1478,30112,174,0,76272.0,0.0,438.3448275862069,0.0,5778.427205100957,0.0,174.05780346820805,0.0,174.05780346820805,5778.427205100957,2532943.676939426
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,15,2,0,1040.0,0.0,520.0,0.0,133333.33333333337,0.0,15.0,0.0,15.0,133333.33333333337,69333333.33333333
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,67001,4,2,144.0,200.0,36.0,100.0,59.70060148,29.85030074,20727.66667,3.0,13400.2,89.55090223,5134.251728
28,11,0,10,12,2.2057885242721635,6,6,7,3.8333333333333335,15,1,9,64,321487,1,1,97.0,113.0,97.0,113.0,3.110545683,3.110545683,0.0,0.0,321487.0,6.221091366,653.2145934
13,0,0,12,0,2.5308571531099555,1,2,10,6.0,11,0,2235,4017,234,2,2,60.0,264.0,30.0,132.0,8547.008547,8547.008547,1.0,4.0,78.0,17094.01709,1384615.385
13,3,0,11,0,1.928822223504277,2,3,5,3.6666666666666665,9,1,3720,8788,379,1,1,45.0,127.0,45.0,127.0,2638.522427,2638.522427,0.0,0.0,379.0,5277.044855,453825.8575
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,252,2,2,66.0,578.0,33.0,289.0,7936.507937,7936.507937,4.0,4.0,84.0,15873.01587,2555555.556
15,0,0,14,0,3.1195489589943928,1,2,11,7.0,12,0,5805,10211,18878,200,0,88000.0,0.0,440.0,0.0,10594.342621040363,0.0,94.8643216080402,0.0,94.8643216080402,10594.342621040363,4661510.753257762
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,17620,200,0,88000.0,0.0,440.0,0.0,11350.737797956865,0.0,88.54271356783924,0.0,88.54271356783924,11350.737797956865,4994324.631101022
19,0,0,17,0,2.9542520475148546,2,3,12,5.666666666666667,13,0,2041,2753,27639,200,0,88000.0,0.0,440.0,0.0,7236.151814465067,0.0,138.8894472361809,0.0,138.8894472361809,7236.151814465067,3183906.798364629
14,0,0,12,0,2.78621562566106,2,2,11,6.5,12,0,4962,736,69853,2,2,56.0,476.0,28.0,238.0,28.63155484,28.63155484,48.0,49.0,23284.33333,57.26310967,7615.993587
14,0,0,13,0,2.7813014714884527,1,2,10,6.5,11,0,2390,6153,31198,2,2,84.0,384.0,42.0,192.0,64.1066735,64.1066735,4.0,3.0,10399.33333,128.213347,15000.9616
32,0,32,0,0,2.7351318897194044,0,1,32,32.0,33,0,14,162,49,2,0,316.0,0.0,158.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,6448979.591836735
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,18,2,0,2394.0,0.0,1197.0,0.0,111111.11111111114,0.0,18.0,0.0,18.0,111111.11111111114,133000000.0
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,16,2,0,348.0,0.0,174.0,0.0,125000.0,0.0,16.0,0.0,16.0,125000.0,21750000.0
27,10,0,10,11,2.53540099905349,6,6,7,3.6666666666666665,14,1,2,38,32028,2,2,84.0,190.0,42.0,95.0,62.44536031,62.44536031,49.0,4.0,10676.0,124.8907206,8555.014362
10,0,0,9,0,2.120589933192232,1,2,6,4.5,7,0,5000,9379,33227,2,2,80.0,202.0,40.0,101.0,60.19201252,60.19201252,47.0,3.0,11075.66667,120.384025,8487.073765
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,163,2,2,76.0,180.0,38.0,90.0,12269.93865,12269.93865,3.0,2.0,54.33333333,24539.8773,1570552.147
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,36784,174,0,76272.0,0.0,438.3448275862069,0.0,4730.317529360592,0.0,212.62427745664743,0.0,212.62427745664743,4730.317529360592,2073510.221835581
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,65860,2,2,102.0,444.0,51.0,222.0,30.3674461,30.3674461,3.0,4.0,21953.33333,60.7348922,8290.312785
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,519,1,1,44.0,60.0,44.0,60.0,1926.782274,1926.782274,0.0,0.0,519.0,3853.564547,200385.3565
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,187,2,2,72.0,136.0,36.0,68.0,10695.18717,10695.18717,48.0,3.0,62.33333333,21390.37433,1112299.465
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,122828,2,2,62.0,306.0,31.0,153.0,16.28293223,16.28293223,49.0,4.0,40942.66667,32.56586446,2996.05953
8,0,0,7,0,2.15413541726763,1,2,5,3.5,6,0,2799,5055,23964,2,2,70.0,262.0,35.0,131.0,83.45852112,83.45852112,3.0,48.0,7988.0,166.9170422,13854.11451
15,0,0,14,0,2.789735285398626,1,2,9,7.0,10,0,939,8865,47621,1,1,46.0,186.0,46.0,186.0,20.99913904,20.99913904,0.0,0.0,47621.0,41.99827807,4871.800256
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,37432,1,1,47.0,115.0,47.0,115.0,26.71511007,26.71511007,0.0,0.0,37432.0,53.43022013,4327.847831
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,47,2,0,1502.0,0.0,751.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,31957446.80851064
32,0,32,0,0,1.918454775863343,0,1,32,32.0,33,0,10,163,48241,1,1,43.0,108.0,43.0,108.0,20.7292552,20.7292552,0.0,0.0,48241.0,41.4585104,3130.117535
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,51137,1,1,57.0,96.0,57.0,96.0,19.5553122,19.5553122,0.0,0.0,51137.0,39.1106244,2991.962767
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,2256,4,0,5888.0,0.0,1472.0,0.0,1773.0496453900707,0.0,752.0,0.0,752.0,1773.0496453900707,2609929.0780141843
21,3,0,18,0,3.298830556677354,3,3,14,6.333333333333333,18,1,211,539,15,2,0,2146.0,0.0,1073.0,0.0,133333.33333333337,0.0,15.0,0.0,15.0,133333.33333333337,143066666.66666666
